src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,packet_count,total_bytes,avg_pkt_size,std_pkt_size,pkt_len_entropy,payload_entropy,pkt_per_sec,bytes_per_sec,avg_inter_arrival,syn_rate,fin_rate,label
192.168.50.6,172.217.10.98,54799,443,A,9.5367431640625e-07,2,120,60.0,0.0,-0.0,-0.0,2097152.0,125829120.0,9.5367431640625e-07,0.0,0,0
0.0.0.0,255.255.255.255,68,67,UDP,1451.1495940685272,69,23598,342.0,0.0,-0.0,-0.0,0.04754850932118418,16.261590187844988,21.340435206890106,0.0,0,0
192.168.50.6,172.217.10.65,54802,443,PA,1.9073486328125e-06,2,200,100.0,0.0,-0.0,-0.0,1048576.0,104857600.0,1.9073486328125e-06,0.0,0,0
192.168.50.6,172.217.7.2,54803,443,PA,1.1920928955078125e-06,2,200,100.0,0.0,-0.0,-0.0,1677721.6,167772160.0,1.1920928955078125e-06,0.0,0,0
192.168.50.6,172.217.12.206,54804,443,PA,7.987022399902344e-05,2,200,100.0,0.0,-0.0,-0.0,25040.62089552239,2504062.0895522386,7.987022399902344e-05,0.0,0,0
172.217.7.2,192.168.50.6,443,54803,PA,3.0994415283203125e-06,2,200,100.0,0.0,-0.0,-0.0,645277.5384615385,64527753.84615385,3.0994415283203125e-06,0.0,0,0
172.217.12.206,192.168.50.6,443,54804,PA,2.86102294921875e-06,2,200,100.0,0.0,-0.0,-0.0,699050.6666666666,69905066.66666667,2.86102294921875e-06,0.0,0,0
172.217.10.65,192.168.50.6,443,54802,PA,1.9073486328125e-06,2,200,100.0,0.0,-0.0,-0.0,1048576.0,104857600.0,1.9073486328125e-06,0.0,0,0
192.168.50.6,172.217.10.65,54802,443,A,5.0067901611328125e-06,2,120,60.0,0.0,-0.0,-0.0,399457.5238095238,23967451.42857143,5.0067901611328125e-06,0.0,0,0
192.168.50.6,172.217.7.2,54803,443,A,3.0994415283203125e-06,2,120,60.0,0.0,-0.0,-0.0,645277.5384615385,38716652.307692304,3.0994415283203125e-06,0.0,0,0
192.168.50.6,172.217.12.206,54804,443,A,2.86102294921875e-06,2,120,60.0,0.0,-0.0,-0.0,699050.6666666666,41943040.0,2.86102294921875e-06,0.0,0,0
192.168.50.9,35.158.163.158,57658,443,PA,0.0002219676971435547,4,418,104.5,8.660254037844387,1.0,1.0,18020.640171858216,1883156.8979591837,7.398923238118489e-05,0.0,0,0
192.168.50.9,54.192.55.39,37652,443,PA,0.00016999244689941406,4,418,104.5,8.660254037844387,1.0,1.0,23530.457223001402,2458932.7798036467,5.666414896647135e-05,0.0,0,0
192.168.50.9,93.184.216.180,41488,443,PA,0.0002589225769042969,4,390,97.5,8.660254037844387,1.0,1.0,15448.633517495397,1506241.7679558012,8.630752563476562e-05,0.0,0,0
192.168.50.9,54.192.55.39,37652,443,FA,9.5367431640625e-07,2,132,66.0,0.0,-0.0,-0.0,2097152.0,138412032.0,9.5367431640625e-07,0.0,0,0
192.168.50.9,35.158.163.158,57658,443,FA,1.9073486328125e-06,2,132,66.0,0.0,-0.0,-0.0,1048576.0,69206016.0,1.9073486328125e-06,0.0,0,0
192.168.50.9,93.184.216.180,41488,443,FA,1.9073486328125e-06,2,132,66.0,0.0,-0.0,-0.0,1048576.0,69206016.0,1.9073486328125e-06,0.0,0,0
93.184.216.180,192.168.50.9,443,41488,PA,2.1457672119140625e-06,2,180,90.0,0.0,-0.0,-0.0,932067.5555555555,83886080.0,2.1457672119140625e-06,0.0,0,0
93.184.216.180,192.168.50.9,443,41488,FA,9.5367431640625e-07,2,132,66.0,0.0,-0.0,-0.0,2097152.0,138412032.0,9.5367431640625e-07,0.0,0,0
192.168.50.9,93.184.216.180,41488,443,R,0.0004220008850097656,6,360,60.0,0.0,-0.0,-0.0,14217.979661016949,853078.779661017,8.440017700195312e-05,0.0,0,0
93.184.216.180,192.168.50.9,443,41488,A,9.5367431640625e-07,2,132,66.0,0.0,-0.0,-0.0,2097152.0,138412032.0,9.5367431640625e-07,0.0,0,0
54.192.55.39,192.168.50.9,443,37652,A,2.1457672119140625e-06,2,132,66.0,0.0,-0.0,-0.0,932067.5555555555,61516458.666666664,2.1457672119140625e-06,0.0,0,0
54.192.55.39,192.168.50.9,443,37652,FA,1.1920928955078125e-06,2,132,66.0,0.0,-0.0,-0.0,1677721.6,110729625.6,1.1920928955078125e-06,0.0,0,0
192.168.50.9,54.192.55.39,37652,443,A,2.86102294921875e-06,2,132,66.0,0.0,-0.0,-0.0,699050.6666666666,46137344.0,2.86102294921875e-06,0.0,0,0
35.158.163.158,192.168.50.9,443,57658,A,2.86102294921875e-06,2,132,66.0,0.0,-0.0,-0.0,699050.6666666666,46137344.0,2.86102294921875e-06,0.0,0,0
35.158.163.158,192.168.50.9,443,57658,FA,1.1920928955078125e-06,2,132,66.0,0.0,-0.0,-0.0,1677721.6,110729625.6,1.1920928955078125e-06,0.0,0,0
192.168.50.9,35.158.163.158,57658,443,A,1.9073486328125e-06,2,132,66.0,0.0,-0.0,-0.0,1048576.0,69206016.0,1.9073486328125e-06,0.0,0,0
192.168.50.9,172.217.197.154,60096,443,PA,6.103515625e-05,4,418,104.5,8.660254037844387,1.0,1.0,65536.0,6848512.0,2.0345052083333332e-05,0.0,0,0
192.168.50.9,172.217.197.154,60096,443,FA,1.9073486328125e-06,2,132,66.0,0.0,-0.0,-0.0,1048576.0,69206016.0,1.9073486328125e-06,0.0,0,0
172.217.197.154,192.168.50.9,443,60096,A,6.9141387939453125e-06,4,264,66.0,0.0,-0.0,-0.0,578524.6896551724,38182629.51724138,2.304712931315104e-06,0.0,0,0
172.217.197.154,192.168.50.9,443,60096,FA,1.1920928955078125e-06,2,132,66.0,0.0,-0.0,-0.0,1677721.6,110729625.6,1.1920928955078125e-06,0.0,0,0
192.168.50.9,172.217.197.154,60096,443,A,2.1457672119140625e-06,2,132,66.0,0.0,-0.0,-0.0,932067.5555555555,61516458.666666664,2.1457672119140625e-06,0.0,0,0
192.168.50.8,192.168.10.50,59593,21,S,9.02903413772583,6,388,64.66666666666667,2.0655911179772892,0.9182958340544896,0.9182958340544896,0.6645229056040802,42.97248122906386,1.805806827545166,1.0,0,0
192.168.50.9,23.194.108.29,37312,443,PA,0.00011086463928222656,4,418,104.5,8.660254037844387,1.0,1.0,36080.03440860215,3770363.5956989247,3.695487976074219e-05,0.0,0,0
192.168.50.9,23.194.108.29,37312,443,FA,3.0994415283203125e-06,2,132,66.0,0.0,-0.0,-0.0,645277.5384615385,42588317.538461536,3.0994415283203125e-06,0.0,0,0
23.194.108.29,192.168.50.9,443,37312,A,1.9073486328125e-06,2,132,66.0,0.0,-0.0,-0.0,1048576.0,69206016.0,1.9073486328125e-06,0.0,0,0
23.194.108.29,192.168.50.9,443,37312,PA,2.1457672119140625e-06,2,194,97.0,0.0,-0.0,-0.0,932067.5555555555,90410552.8888889,2.1457672119140625e-06,0.0,0,0
23.194.108.29,192.168.50.9,443,37312,FA,1.9073486328125e-06,2,132,66.0,0.0,-0.0,-0.0,1048576.0,69206016.0,1.9073486328125e-06,0.0,0,0
192.168.50.9,23.194.108.29,37312,443,R,2.86102294921875e-06,4,240,60.0,0.0,-0.0,-0.0,1398101.3333333333,83886080.0,1.430511474609375e-06,0.0,0,0
192.168.50.9,52.28.108.167,48208,443,PA,0.00019812583923339844,4,418,104.5,8.660254037844387,1.0,1.0,20189.188929001204,2109770.243080626,6.604194641113281e-05,0.0,0,0
192.168.50.9,52.28.108.167,48200,443,PA,0.00012803077697753906,4,418,104.5,8.660254037844387,1.0,1.0,31242.487895716946,3264839.9851024207,4.267692565917969e-05,0.0,0,0
192.168.50.9,52.28.108.167,48200,443,FA,2.86102294921875e-06,2,132,66.0,0.0,-0.0,-0.0,699050.6666666666,46137344.0,2.86102294921875e-06,0.0,0,0
192.168.50.9,52.28.108.167,48208,443,FA,3.0994415283203125e-06,2,132,66.0,0.0,-0.0,-0.0,645277.5384615385,42588317.538461536,3.0994415283203125e-06,0.0,0,0
52.28.108.167,192.168.50.9,443,48200,A,1.9073486328125e-06,2,132,66.0,0.0,-0.0,-0.0,1048576.0,69206016.0,1.9073486328125e-06,0.0,0,0
52.28.108.167,192.168.50.9,443,48200,FA,9.5367431640625e-07,2,132,66.0,0.0,-0.0,-0.0,2097152.0,138412032.0,9.5367431640625e-07,0.0,0,0
192.168.50.9,52.28.108.167,48200,443,A,3.0994415283203125e-06,2,132,66.0,0.0,-0.0,-0.0,645277.5384615385,42588317.538461536,3.0994415283203125e-06,0.0,0,0
52.28.108.167,192.168.50.9,443,48208,A,2.86102294921875e-06,2,132,66.0,0.0,-0.0,-0.0,699050.6666666666,46137344.0,2.86102294921875e-06,0.0,0,0
52.28.108.167,192.168.50.9,443,48208,FA,9.5367431640625e-07,2,132,66.0,0.0,-0.0,-0.0,2097152.0,138412032.0,9.5367431640625e-07,0.0,0,0
192.168.50.9,52.28.108.167,48208,443,A,2.86102294921875e-06,2,132,66.0,0.0,-0.0,-0.0,699050.6666666666,46137344.0,2.86102294921875e-06,0.0,0,0
192.168.50.6,172.217.12.206,54804,443,RA,9.5367431640625e-07,2,120,60.0,0.0,-0.0,-0.0,2097152.0,125829120.0,9.5367431640625e-07,0.0,0,0
192.168.50.6,54.213.45.184,54560,443,RA,9.5367431640625e-07,2,120,60.0,0.0,-0.0,-0.0,2097152.0,125829120.0,9.5367431640625e-07,0.0,0,0
192.168.50.6,172.217.10.98,54801,443,RA,9.5367431640625e-07,2,120,60.0,0.0,-0.0,-0.0,2097152.0,125829120.0,9.5367431640625e-07,0.0,0,0
192.168.50.6,172.217.7.2,54800,443,RA,9.5367431640625e-07,2,120,60.0,0.0,-0.0,-0.0,2097152.0,125829120.0,9.5367431640625e-07,0.0,0,0
192.168.50.6,172.217.10.98,54799,443,RA,1.1920928955078125e-06,2,120,60.0,0.0,-0.0,-0.0,1677721.6,100663296.0,1.1920928955078125e-06,0.0,0,0
192.168.50.6,172.217.7.2,54803,443,RA,0.0,2,120,60.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0,0
192.168.50.6,172.217.10.65,54802,443,RA,1.9073486328125e-06,2,120,60.0,0.0,-0.0,-0.0,1048576.0,62914560.0,1.9073486328125e-06,0.0,0,0
34.209.30.112,192.168.50.8,443,59555,PA,900.2805171012878,8,680,85.0,0.0,-0.0,-0.0,0.008886119212885226,0.7553201330952442,128.61150244304113,0.0,0,0
192.168.50.8,34.209.30.112,59555,443,PA,900.280483007431,8,712,89.0,0.0,-0.0,-0.0,0.008886119549404879,0.7908646398970343,128.61149757249015,0.0,0,0
34.209.30.112,192.168.50.8,443,59555,A,900.2369930744171,8,480,60.0,0.0,-0.0,-0.0,0.008886548832745745,0.5331929299647447,128.60528472491674,0.0,0,0
192.168.50.6,192.168.10.50,54808,21,S,9.01494812965393,6,388,64.66666666666667,2.0655911179772892,0.9182958340544896,0.9182958340544896,0.6655612338204691,43.03962645372366,1.802989625930786,1.0,0,0
192.168.50.6,4.2.2.4,60512,53,UDP,2.86102294921875e-06,2,152,76.0,0.0,-0.0,-0.0,699050.6666666666,53127850.666666664,2.86102294921875e-06,0.0,0,0
4.2.2.4,192.168.50.6,53,60512,UDP,3.0994415283203125e-06,2,184,92.0,0.0,-0.0,-0.0,645277.5384615385,59365533.538461536,3.0994415283203125e-06,0.0,0,0
192.168.50.9,192.168.10.50,46826,22,S,65.0284059047699,14,1036,74.0,0.0,-0.0,-0.0,0.2152905304260747,15.931499251529528,5.002185069597685,1.0,0,0
192.168.50.8,4.2.2.4,56022,53,UDP,2.86102294921875e-06,2,148,74.0,0.0,-0.0,-0.0,699050.6666666666,51729749.333333336,2.86102294921875e-06,0.0,0,0
4.2.2.4,192.168.50.8,53,56022,UDP,2.86102294921875e-06,2,288,144.0,0.0,-0.0,-0.0,699050.6666666666,100663296.0,2.86102294921875e-06,0.0,0,0
192.168.50.8,173.194.208.109,59594,465,S,2.86102294921875e-06,2,132,66.0,0.0,-0.0,-0.0,699050.6666666666,46137344.0,2.86102294921875e-06,1.0,0,0
173.194.208.109,192.168.50.8,465,59594,SA,3.814697265625e-06,2,132,66.0,0.0,-0.0,-0.0,524288.0,34603008.0,3.814697265625e-06,0.0,0,0
192.168.50.8,173.194.208.109,59594,465,A,1.5902152061462402,8,480,60.0,0.0,-0.0,-0.0,5.030765627872068,301.84593767232406,0.22717360087803432,0.0,0,0
192.168.50.8,173.194.208.109,59594,465,PA,1.5896220207214355,26,4170,160.3846153846154,81.64463334381601,2.9689185639620974,2.9689185639620974,16.356089473521596,2623.2651194071177,0.06358488082885742,0.0,0,0
173.194.208.109,192.168.50.8,465,59594,A,1.5349140167236328,17,2444,143.76470588235293,345.3707300517382,0.3227569588973982,0.3227569588973982,11.075538964904062,1592.2716017779721,0.09593212604522705,0.0,0,0
173.194.208.109,192.168.50.8,465,59594,PA,1.533513069152832,24,7214,300.5833333333333,587.5443307357413,2.4795739585136225,2.4795739585136225,15.650339395710834,4704.231183360748,0.06667448126751443,0.0,0,0
173.194.208.109,192.168.50.8,465,59594,FA,9.5367431640625e-07,2,120,60.0,0.0,-0.0,-0.0,2097152.0,125829120.0,9.5367431640625e-07,0.0,0,0
192.168.50.8,173.194.208.109,59594,465,FA,1.1920928955078125e-06,2,120,60.0,0.0,-0.0,-0.0,1677721.6,100663296.0,1.1920928955078125e-06,0.0,0,0
173.194.208.109,192.168.50.8,465,59594,R,3.0994415283203125e-06,2,120,60.0,0.0,-0.0,-0.0,645277.5384615385,38716652.307692304,3.0994415283203125e-06,0.0,0,0
192.168.50.8,74.208.236.171,59595,80,S,3.0994415283203125e-06,2,132,66.0,0.0,-0.0,-0.0,645277.5384615385,42588317.538461536,3.0994415283203125e-06,1.0,0,0
192.168.50.8,74.208.236.171,59596,80,S,2.1457672119140625e-06,2,132,66.0,0.0,-0.0,-0.0,932067.5555555555,61516458.666666664,2.1457672119140625e-06,1.0,0,0
192.168.50.8,4.2.2.4,56770,53,UDP,1.9073486328125e-06,2,178,89.0,0.0,-0.0,-0.0,1048576.0,93323264.0,1.9073486328125e-06,0.0,0,0
192.168.50.8,4.2.2.4,62834,53,UDP,2.1457672119140625e-06,2,158,79.0,0.0,-0.0,-0.0,932067.5555555555,73633336.8888889,2.1457672119140625e-06,0.0,0,0
192.168.50.8,4.2.2.4,65283,53,UDP,9.5367431640625e-07,2,160,80.0,0.0,-0.0,-0.0,2097152.0,167772160.0,9.5367431640625e-07,0.0,0,0
192.168.50.8,4.2.2.4,64535,53,UDP,3.0994415283203125e-06,2,174,87.0,0.0,-0.0,-0.0,645277.5384615385,56139145.84615385,3.0994415283203125e-06,0.0,0,0
4.2.2.4,192.168.50.8,53,56770,UDP,1.9073486328125e-06,2,290,145.0,0.0,-0.0,-0.0,1048576.0,152043520.0,1.9073486328125e-06,0.0,0,0
4.2.2.4,192.168.50.8,53,62834,UDP,9.5367431640625e-07,2,270,135.0,0.0,-0.0,-0.0,2097152.0,283115520.0,9.5367431640625e-07,0.0,0,0
4.2.2.4,192.168.50.8,53,65283,UDP,1.1920928955078125e-06,2,272,136.0,0.0,-0.0,-0.0,1677721.6,228170137.6,1.1920928955078125e-06,0.0,0,0
192.168.50.8,172.217.9.226,59597,443,S,9.5367431640625e-07,2,132,66.0,0.0,-0.0,-0.0,2097152.0,138412032.0,9.5367431640625e-07,1.0,0,0
192.168.50.8,172.217.9.226,59598,80,S,1.1920928955078125e-06,2,132,66.0,0.0,-0.0,-0.0,1677721.6,110729625.6,1.1920928955078125e-06,1.0,0,0
192.168.50.8,172.217.9.226,59599,443,S,9.5367431640625e-07,2,132,66.0,0.0,-0.0,-0.0,2097152.0,138412032.0,9.5367431640625e-07,1.0,0,0
192.168.50.8,172.217.9.226,59600,443,S,9.5367431640625e-07,2,132,66.0,0.0,-0.0,-0.0,2097152.0,138412032.0,9.5367431640625e-07,1.0,0,0
192.168.50.8,4.2.2.4,50492,53,UDP,2.1457672119140625e-06,2,172,86.0,0.0,-0.0,-0.0,932067.5555555555,80157809.77777778,2.1457672119140625e-06,0.0,0,0
192.168.50.8,4.2.2.4,52093,53,UDP,1.9073486328125e-06,2,172,86.0,0.0,-0.0,-0.0,1048576.0,90177536.0,1.9073486328125e-06,0.0,0,0
192.168.50.8,4.2.2.4,53461,53,UDP,2.1457672119140625e-06,2,172,86.0,0.0,-0.0,-0.0,932067.5555555555,80157809.77777778,2.1457672119140625e-06,0.0,0,0
4.2.2.4,192.168.50.8,53,64535,UDP,1.9073486328125e-06,2,206,103.0,0.0,-0.0,-0.0,1048576.0,108003328.0,1.9073486328125e-06,0.0,0,0
192.168.50.8,172.217.3.106,59601,443,S,2.1457672119140625e-06,2,132,66.0,0.0,-0.0,-0.0,932067.5555555555,61516458.666666664,2.1457672119140625e-06,1.0,0,0
4.2.2.4,192.168.50.8,53,50492,UDP,4.0531158447265625e-06,2,204,102.0,0.0,-0.0,-0.0,493447.5294117647,50331648.0,4.0531158447265625e-06,0.0,0,0
4.2.2.4,192.168.50.8,53,52093,UDP,9.5367431640625e-07,2,204,102.0,0.0,-0.0,-0.0,2097152.0,213909504.0,9.5367431640625e-07,0.0,0,0
4.2.2.4,192.168.50.8,53,53461,UDP,1.9073486328125e-06,2,204,102.0,0.0,-0.0,-0.0,1048576.0,106954752.0,1.9073486328125e-06,0.0,0,0
74.208.236.171,192.168.50.8,80,59595,SA,1.9073486328125e-06,2,132,66.0,0.0,-0.0,-0.0,1048576.0,69206016.0,1.9073486328125e-06,0.0,0,0
192.168.50.8,74.208.236.171,59595,80,A,15.615746021270752,14,840,60.0,0.0,-0.0,-0.0,0.8965309746284367,53.7918584777062,1.2012112324054425,0.0,0,0
192.168.50.8,74.208.236.171,59595,80,PA,1.9073486328125e-06,2,936,468.0,0.0,-0.0,-0.0,1048576.0,490733568.0,1.9073486328125e-06,0.0,0,0
74.208.236.171,192.168.50.8,80,59596,SA,3.0994415283203125e-06,2,132,66.0,0.0,-0.0,-0.0,645277.5384615385,42588317.538461536,3.0994415283203125e-06,0.0,0,0
192.168.50.8,74.208.236.171,59596,80,A,5.38455605506897,4,240,60.0,0.0,-0.0,-0.0,0.7428653280031208,44.57191968018724,1.7948520183563232,0.0,0,0
172.217.9.226,192.168.50.8,443,59597,SA,3.0994415283203125e-06,2,132,66.0,0.0,-0.0,-0.0,645277.5384615385,42588317.538461536,3.0994415283203125e-06,0.0,0,0
192.168.50.8,172.217.9.226,59597,443,A,171.31738305091858,20,1224,61.2,2.46234804500437,0.7219280948873623,0.7219280948873623,0.11674238564603595,7.1446340015374,9.016704371100978,0.0,0,0
172.217.9.226,192.168.50.8,80,59598,SA,2.1457672119140625e-06,2,132,66.0,0.0,-0.0,-0.0,932067.5555555555,61516458.666666664,2.1457672119140625e-06,0.0,0,0
172.217.9.226,192.168.50.8,443,59599,SA,1.9073486328125e-06,2,132,66.0,0.0,-0.0,-0.0,1048576.0,69206016.0,1.9073486328125e-06,0.0,0,0
192.168.50.8,172.217.9.226,59598,80,A,5.362415075302124,4,240,60.0,0.0,-0.0,-0.0,0.745932559085728,44.755953545143676,1.7874716917673747,0.0,0,0
192.168.50.8,172.217.9.226,59599,443,A,173.3448131084442,18,1080,60.0,0.0,-0.0,-0.0,0.1038392766257115,6.2303565975426904,10.196753712261424,0.0,0,0
172.217.9.226,192.168.50.8,443,59600,SA,9.5367431640625e-07,2,132,66.0,0.0,-0.0,-0.0,2097152.0,138412032.0,9.5367431640625e-07,0.0,0,0
192.168.50.8,172.217.9.226,59600,443,A,171.31639695167542,20,1224,61.2,2.46234804500437,0.7219280948873623,0.7219280948873623,0.11674305761661308,7.14467512613672,9.01665247114081,0.0,0,0
192.168.50.8,172.217.9.226,59597,443,PA,171.27601194381714,20,3672,183.6,150.6862896707489,2.5219280948873624,2.5219280948873624,0.11677058435106782,21.439079286856053,9.014526944411429,0.0,0,0
192.168.50.8,172.217.9.226,59599,443,PA,173.30249905586243,24,6596,274.8333333333333,308.33235409166866,2.617492461184755,2.617492461184755,0.13848617377562356,38.060616759333875,7.534891263298366,0.0,0,0
192.168.50.8,172.217.9.226,59600,443,PA,171.27289509773254,20,3670,183.5,150.59828055214695,2.5219280948873624,2.5219280948873624,0.11677270935711985,21.427792167031495,9.01436289988066,0.0,0,0
172.217.3.106,192.168.50.8,443,59601,SA,2.1457672119140625e-06,2,132,66.0,0.0,-0.0,-0.0,932067.5555555555,61516458.666666664,2.1457672119140625e-06,0.0,0,0
192.168.50.8,172.217.3.106,59601,443,A,188.35020089149475,24,1464,61.0,2.284160962880643,0.6500224216483541,0.6500224216483541,0.12742221609748097,7.77275518194634,8.189139169195425,0.0,0,0
192.168.50.8,172.217.3.106,59601,443,PA,188.30777406692505,24,5242,218.41666666666666,184.50566544068545,2.617492461184755,2.617492461184755,0.12745092505565034,27.837406214238293,8.187294524648916,0.0,0,0
172.217.9.226,192.168.50.8,443,59597,A,171.27601599693298,16,6656,416.0,636.8321599919401,0.8112781244591328,0.8112781244591328,0.09341646527022505,38.86124955241362,11.418401066462199,0.0,0,0
74.208.236.171,192.168.50.8,80,59595,A,15.615509033203125,17,21406,1259.1764705882354,1058.913844187413,1.8077635764171944,1.8077635764171944,1.0886612766739172,1370.8166640283453,0.9759693145751953,0.0,0,0
172.217.9.226,192.168.50.8,443,59599,A,61.07431888580322,16,3808,238.0,486.3885963575489,0.5435644431995964,0.5435644431995964,0.2619759056161855,62.350265536652145,4.071621259053548,0.0,0,0
172.217.9.226,192.168.50.8,443,59600,A,59.045382022857666,14,6536,466.85714285714283,667.5814968564175,0.863120568566631,0.863120568566631,0.23710575696809474,110.69451625310481,4.541952463296743,0.0,0,0
172.217.9.226,192.168.50.8,443,59599,PA,119.15398812294006,26,6018,231.46153846153845,291.5922126215624,2.5654483718208256,2.5654483718208256,0.2182050337515674,50.50607281218972,4.766159524917603,0.0,0,0
172.217.9.226,192.168.50.8,443,59597,PA,117.36931610107422,24,5398,224.91666666666666,159.9774214141447,2.617492461184755,2.617492461184755,0.204482745552782,45.99157752057989,5.103013743524966,0.0,0,0
172.217.3.106,192.168.50.8,443,59601,A,76.08096098899841,12,3568,297.3333333333333,554.2912482430044,0.6500224216483541,0.6500224216483541,0.15772671433179247,46.89740972798629,6.9164509989998555,0.0,0,0
172.217.9.226,192.168.50.8,443,59600,PA,117.36868095397949,24,5204,216.83333333333334,153.5107039651765,2.617492461184755,2.617492461184755,0.20448385212244527,44.33891526855022,5.102986128433891,0.0,0,0
172.217.3.106,192.168.50.8,443,59601,PA,134.40330004692078,32,10648,332.75,389.35471844346966,3.0306390622295662,3.0306390622295662,0.23808939206722352,79.22424521036862,4.335590324094219,0.0,0,0
192.168.50.8,4.2.2.4,51821,53,UDP,2.1457672119140625e-06,2,178,89.0,0.0,-0.0,-0.0,932067.5555555555,82954012.44444445,2.1457672119140625e-06,0.0,0,0
4.2.2.4,192.168.50.8,53,51821,UDP,2.86102294921875e-06,2,298,149.0,0.0,-0.0,-0.0,699050.6666666666,104158549.33333333,2.86102294921875e-06,0.0,0,0
192.168.50.8,52.85.90.206,59604,443,S,1.9073486328125e-06,2,132,66.0,0.0,-0.0,-0.0,1048576.0,69206016.0,1.9073486328125e-06,1.0,0,0
192.168.50.8,52.85.90.206,59605,443,S,2.1457672119140625e-06,2,132,66.0,0.0,-0.0,-0.0,932067.5555555555,61516458.666666664,2.1457672119140625e-06,1.0,0,0
192.168.50.8,4.2.2.4,60713,53,UDP,3.0994415283203125e-06,2,186,93.0,0.0,-0.0,-0.0,645277.5384615385,60010811.07692308,3.0994415283203125e-06,0.0,0,0
4.2.2.4,192.168.50.8,53,60713,UDP,2.86102294921875e-06,2,218,109.0,0.0,-0.0,-0.0,699050.6666666666,76196522.66666667,2.86102294921875e-06,0.0,0,0
192.168.50.8,4.2.2.4,53267,53,UDP,2.86102294921875e-06,2,186,93.0,0.0,-0.0,-0.0,699050.6666666666,65011712.0,2.86102294921875e-06,0.0,0,0
52.85.90.206,192.168.50.8,443,59604,SA,1.3113021850585938e-05,2,132,66.0,0.0,-0.0,-0.0,152520.14545454545,10066329.6,1.3113021850585938e-05,0.0,0,0
52.85.90.206,192.168.50.8,443,59605,SA,9.5367431640625e-07,2,132,66.0,0.0,-0.0,-0.0,2097152.0,138412032.0,9.5367431640625e-07,0.0,0,0
192.168.50.8,52.85.90.206,59604,443,A,0.08962178230285645,6,360,60.0,0.0,-0.0,-0.0,66.94801024737896,4016.880614842738,0.01792435646057129,0.0,0,0
192.168.50.8,52.85.90.206,59605,443,A,171.07173705101013,12,720,60.0,0.0,-0.0,-0.0,0.07014601129830021,4.208760677898013,15.551976095546376,0.0,0,0
192.168.50.8,52.85.90.206,59604,443,PA,0.08859395980834961,8,2168,271.0,195.2331938989884,2.0,2.0,90.29960978497807,24471.194251729055,0.012656279972621374,0.0,0,0
192.168.50.8,4.2.2.4,52859,53,UDP,1.9073486328125e-06,2,146,73.0,0.0,-0.0,-0.0,1048576.0,76546048.0,1.9073486328125e-06,0.0,0,0
192.168.50.8,4.2.2.4,54503,53,UDP,1.3113021850585938e-05,2,138,69.0,0.0,-0.0,-0.0,152520.14545454545,10523890.036363637,1.3113021850585938e-05,0.0,0,0
192.168.50.8,52.85.90.206,59605,443,PA,171.02998089790344,16,2918,182.375,159.7522561134375,2.4056390622295662,2.4056390622295662,0.09355084948264843,17.061336174398008,13.156152376761803,0.0,0,0
